,Characters,Quotes,Scenes
484,Fry,It looked good but I just don't feel like eating. You want it?,45
485,Bender,"Nah, I'm trying to watch my input. I need plenty of wholesome, nutritious alcohol.  The chemical energy keeps my fuel cells charged.",45
486,Fry,What are the cigars for?,45
487,Bender,They make me look cool.,45
488,Fry,I can't believe they threw me out like that. I must have been really acting like a jerk.,45
489,Bender,"Yeah, but everybody's a jerk. You, me, this jerk.  That's my philosophy. So, where you gonna stay?",45
490,Fry,I don't know. Do refrigerators still come in cardboard boxes?,45
491,Bender,"Yeah, but the rents are outrageous. Why don't you just come move in with me?",45
492,Fry,Really? That'd be great! You sure I won't be imposing?,45
493,Bender,"Nah, I've always wanted a pet.",45
494,Bender,Here we are. Your new home.,46
495,Fry,"Cool! Y'know, I've never even seen a robot's apartment before.",46
496,Bender,"Come on in, I'll give you the tour!",46
497,Bender,"Let's see, where to start. OK, this is the TV area, that over there's the breakfast nook, and over here is where you'll be living which is great because, until now, it's just been wasted space.",46
498,Fry,It's kinda cramped in here. I don't even have room to hang my clothes.,46
499,Bender,"Look, pal, you've only got one set of clothes and you're not taking them off while I'm here. Well, I'm bushed. G'night.",46
500,Fry,"Wait, Bender. Bender?",46
501,Bender,Kill all humans ... kill all humans ... must kill all the humans.,46
502,Fry,"Bender, wake up!",46
503,Bender,I was having the most wonderful dream. I think you were in it.,46
504,Fry,"Uh, listen, Bender. Uh, where's your bathroom?",46
505,Bender,Bath what?,46
506,Fry,Bathroom.,46
507,Bender,What room?,46
508,Fry,Bathroom!,46
509,Bender,What what?,46
510,Fry,"Ah, never mind!",46
511,Bender,"Hey, sexy mama, wanna kill all the humans?",46
512,Leela,We sure are cheerful this morning.,47
513,Bender,"Yeah, this past week with Fry's been a blast! Y'know, beneath this warm, sunny exterior beats the cold, mechanical heart of a robot.",47
514,Leela,What happened to you?,47
515,Fry,"Oh, it's Bender's apartment. He put in carpeting yesterday so now my head hits the ceiling. Hey, do you realise you're standing at a weird angle?  Now you're OK.",47
516,Leela,Look at yourself. You're a wreck! You've got to find a new place to live.,47
517,Fry,Is that an invitation?,47
518,Leela,"Love your optimism, Fry. But seriously, you've got to tell Bender you're moving out.",47
519,Fry,"Yeah, but he might get kind of upset. I don't think I can do that to him.",47
520,Bender,"Hey, there's my little space heater.",47
521,Fry,"Well, I'm moving out!",47
522,Bender,What?,47
523,Fry,"I'm sorry, Bender, but there's just not enough room.",47
524,Bender,Not enough room? My place is two cubic metres and we only take up 1.5 cubic metres. We've got room for a-whole-nother two-thirds of a person.,47
525,Leela,What if I just helped the two of you find a bigger apartment?,47
526,Bender,I don't know. I've got a lot of great memories in my old place.  And now they're gone.,47
527,Underwater house salesman,"Sure, it ain't one of them la-de-da above-ground places. But if you like dank, hey, forget about it!",48
528,Leela,At least it's got a great view.,48
529,Bender,What the--?,48
530,Underwater House Salesman,Excuse me. I gotta go change a lightbulb.,48
531,Leela,Wow! Now this is fantastic!,49
532,Fry,Hmm. I'm not sure we want to pay for a dimension we're not going to use.,49
533,Fry,"Well, I give up. What's the catch?",50
534,Suspiciously fantastic apartment salesman,"Oh, no catch. Although we 'are technically in New Jersey.",50
535,Fry,Not one place even remotely liveable.,51
536,Farnsworth,"Oh, how awful. Did he at least die painlessly? To shreds, you say. Well, how is his wife holding up? To shreds, you say. Very well then.  Sad, sad, terrible, gruesome news about my colleague, Dr. Mbutu.",51
537,Leela,Was his apartment rent-controlled?,51
538,Leela,Wow. This is beautiful.,52
539,Bender,What's with all the crap?,52
540,Leela,It's not crap.,52
541,Hattie,Dr. Mbutu collected this crap while he was exploring the watcha-call-it ... universe!,52
542,Fry,"Well, this place has everything except the only thing I care about",52
543,Hattie,"It's got a TV, you young watcha-call-it ... idiot!",52
544,Fry,Ooh!,52
545,Bender,"Whoa, slow down! This place just doesn't feel like home. It just isn't ... cosy.   It's perfect!",52
546,[Montage,Fry and Bender clear out the crap from the apartment to the theme of,52
547,Fry,"Man, it's a total sty! For the first time in a thousand years, I feel like I'm home.",52
548,Bender,"Yeah! It's gonna be fun on the bun! Y'know, Fry, of all the friends I've had, you're the first.",52
549,Hermes,"Hey, mon!",52
550,Leela,"Happy housewarming, Fry!  It's a miniature fruit salad tree.",52
551,Fry,"Ooh!  Hey, Amy!",52
552,Amy,Hey!,52
553,Farnsworth,"This is for you, Fry  Zevulon the Great. He's teriyaki style.",52
554,Bender,Wow! Heavy-drinking crowd!  I'd better go out for more beer.,52
555,Fry,"Hey, hang on, All My Circuits is about to start!",52
556,Bender,"I know, but I need alcohol to power up my batteries. If Calculon's wedding doesn't go just right I'll be emotionally and electrically drained.",52
557,Fry,Hey!,52
558,Hermes,These are mighty tasty!,52
559,Zoidberg,Thank you. I made them myself.,52
560,Fry,Sh! The wedding's about to start!,52
561,Preacherbot,"If anyone here objects to this union, let them speak now or forever hold their—",52
562,Fry,Is he objecting or backing up?,52
563,Amy,Looks like both.,52
564,Calculon,"I'm afraid my half-brother is correct. You see, I have a terrible secret and that secret is--",52
565,Amy,"Oh, this isn't right.",52
566,Hermes,"Oh, come on!",52
567,Farnsworth,Fix it!,52
568,Bender,"Hey, what happened to the TV?",52
569,Fry,It just went out.,52
570,Bender,This is an outrage! I'm gonna go yell at the manager!,52
571,Hermes,Alright!,52
572,Fry,"Come back, Bender! It's working!",52
573,Calculon,"To reiterate, my terrible secret is--",52
574,Fry,It's out again.,52
575,Bender,What? That's the last straw!,52
576,Fry,It's back on!,52
577,Hattie,Pardon me. I don't mean to pry into what you're doing in here with the crab and the one-eyed lady and the Chinese girl but everyone on this floor is having trouble with their TV reception.,52
578,Bender,Yeah! And you'd better get rid of whatever's causing it or we're outta this dump!,52
579,Hattie,"Relax, sonny. This kajigger'll find the source of the interference.",52
580,Tenant #1,What's going on?,52
581,Tenant #2,We want our TV back!,52
582,Hattie,There's your problem.,52
583,Amy,"Oh, my God! Bender, it's your thingy!",52
584,Randy,Then get rid of it!,52
585,Tenant #1,Get out!,52
586,Bender,You people are nuts. My antenna never interfered with my old TV.,52
587,Leela,You had cable. This is satellite.,52
588,Farnsworth,Obviously your thoughts are being transmitted on the same frequency.,52
589,Huge-assed woman,They're on my cell phone too.,52
590,Bender,"Madam, I believe you're mistaken!",52
591,Bender,"Wow, that lady's got a huge ass!",52
592,Bender,"Those could be anyone's thoughts, fat ass!",52
593,Randy,The robot has to go!,52
594,Tenant #1,Yeah.,52
595,Tenant #3,Get him out of here!,52
596,Hattie,"Well, you heard the mob!",52
597,Bender,"Fine! Come on, Fry, let's move to that apartment that smelled like a sewer. You liked that one, right?",52
598,Fry,"It's tempting, but, well, I am already kinda settled in here.",52
599,Bender,Or we could live underground with the mutants. A little fire'll show 'em who's boss!,52
600,Fry,"Uh, listen, is there maybe some way we could do this with you going and me not going?",52
601,Bender,I don't understand.,52
602,Fry,"Well, you were gonna live in the closet anyway. Won't you be just as happy back in your old place?",52
603,Bender,"But, then we wouldn't be roommates.",52
604,Fry,I'll come visit sometime. And you can visit me here.,52
605,Hattie,No he can't.,52
606,Fry,"Anyway, I'm sure it'll work out. This way we'll both be happy.",52
607,Bender,"Happy. Yeah, that's Bender. Always happy.",52
608,Randy,"Hey, the TV's back on!",52
609,Preacherbot,"We are gathered here to mourn the death of Calculon; industrialist, private eye, friend.",52
610,Calculon,Mind if I give the eulogy?,52
611,Monique,Calculon! You're alive!,52
612,Randy,Calculon's back!,52
613,Farnsworth,"Right, so long.",52
614,Zoidberg,Goodbye.,52
615,Amy,Do you think Calculon's evil twin will ever walk again?,52
616,Hermes,"I don't know, Amy. I just don't know.",52
617,Fry,"Hey, thanks for coming.",52
618,Leela,"Fry, you're Bender's best friend. How could you let that mob kick him out?",52
619,Fry,"Ah, come on. Bender loves mobs.",52
620,Leela,Only when he's in them and you know it. You really hurt his feelings.,52
621,Fry,Don't girl me with that girl stuff. Bender and me are guys. Guys don't have feelings.,52
622,Leela,"Bender's not a guy, he's a robot.",52
623,Fry,Same thing.,52
624,Bender,It's so big and empty.,53
625,Bender,"My roommate's gone. And all he left behind was an eyelash and three skin flakes.  Oh, what's the point?",53
626,Leela,"Bender?  My God, you're a mess!",54
627,Bender,Leave me alone!,54
628,Leela,"Look at that five o'clock rust. You've been up all night not drinking, haven't you?",54
629,Bender,Hey. What I don't do is none of your business.,54
630,Leela,"Please, Bender. Have some malt liquor. If not for yourself then for the people who love you.",54
631,Bender,I hate the people who love me and they hate me.,54
632,Leela,"Oh, now look. It's obvious you miss being Fry's roommate. But there's got to be a better way to deal with this.",54
633,Bender,Like how? Having my antenna removed?,54
634,Leela,"Well, if that would work.",54
635,Bender,Are you crazy? That's Little Bender you're talking about. I can't cut it off. You're not a robot or a man so you wouldn't understand. I gotta get out of here.,54
636,Leela,Wait! I want you to look me in the eye and promise you won't get behind the wheel without some kind of alcoholic beverage in your hand.,54
637,Bender,I promise nothing!,54
638,[Scene,Bender walks down a street à la,55
639,Fry,What up?,56
640,Leela,I can't just stand by and be silent about Bender anymore.,56
641,Fry,Silent? You've been meddling for two solid weeks.,56
642,Leela,Well I can't just do that anymore. Your best friend is out there somewhere destroying himself.,56
643,Fry,Really? I didn't think he'd miss this apartment that much.,56
644,Leela,"He doesn't care about the apartment, he cares about you. And you turned your back on him.",56
645,Fry,"Oh, man. I had no idea. If only I knew where he was I'd go talk to him.",56
646,Fry,"Oh, stupid TV!  Bender! You're blind-stinking sober!",56
647,Bender,That's right! I'm sober and crazy and I don't know what I might do!,56
648,Fry,Don't do it!,56
649,Bender,"I don't know what it is yet. Oh, yeah, now I remember. I thought I could live alone, but I can't. So, I'm gonna do what it takes to be your roommate again.",56
650,Leela,Bender! Stop!,56
651,Fry,Cutting Leela's head off won't solve anything!,56
652,Bender,"No, I'm going to chop off my antenna.",56
653,Fry,"Hey, yeah! That sounds good. Can I give you a hand?",56
654,Leela,Fry! Don't help him mutilate himself.,56
655,Fry,But it's a useless antenna. It's not like he's a ham radio or something.,56
656,Bender,I'm gonna do it! I'm really gonna do it! Don't try and stop me! Here goes.,56
657,Fry,"Hey, it works! The static's gone.",56
658,Human Friend,"I hate that this came between us, Calculon.",56
659,Calculon,Me too. I'm filled with a large number of powerful emotions.,56
660,Human Friend,You're my best friend. I'm sorry I treated you so badly.,56
661,Calculon,"Apology accepted. After all, you're only human.",56
662,Leela,You guys could learn a lesson from those two.,56
663,Fry,She's right.,56
664,Bender,"You're my best friend, Fry, I'm sorry I treated you so badly.",56
665,Fry,"Apology accepted. After all, you're only human.",56
666,Leela,"Wait a minute! You did it all backwards.  Oh, never mind!",56
667,Fry,What's wrong?,56
668,Bender,Nothing. I guess I'm just going to have to get used to being half a robot.,56
669,Fry,"Aw, this isn't right. Listen, Bender, if we found your antenna could they still reattach it?",56
670,Bender,Maybe. If we get it on ice right away.,56
671,Smitty,Bingo!,57
672,URL,You call that an antenna?,57
673,Bender,"This time, you'll have all the human comfort. We'll get a couple of toilets, some food cookers, maybe a puppy.",58
674,Fry,It's good to be home.,58
675,Bender,"It sure is. By the way, I saved your stuff.",58
676,Fry,"So that's where those skin flakes went. Hmm, do you think this fruit tree's going to get enough light?",58
677,Bender,There's a window in the closet.,58
678,Fry,"This is huge! Bender, why don't I just live in here?",58
679,Bender,"In a closet? Oh, humans!",58
680,Leela,This place was a great choice. The food is amazing. And such generous portions.,59
681,Doug,You like the meal just wait until you try these after-dinner mints.,59
682,Leela,"You know, Doug, most guys are put off by my eye. It's nice to finally meet someone who's open-minded.  Ew!",59
683,Fry,What was wrong with your date last night?,60
684,Leela,I don't know. Something I couldn't quite put my finger on. Possibly his vile lizard tongue.,60
685,Amy,You're too picky.,60
686,Fry,"Yeah. If you rule out every guy with a lizard tongue or a low I.Q. or an explosive violent temper, of course you're gonna be lonely.",60
687,Leela,There's nothing wrong with having high standards. Now can we please stop--,60
688,Zoidberg,The female Leela's problem is purely medical. Soon she will drop her eggs and they will hatch and all will be well.,60
689,Amy,"You just have to give guys a chance. Sometimes you meet a guy and think he's a pig, but then later you realise he actually has a really good body.",60
690,Leela,"Thank you all for the inspiring advice, but I'm perfectly happy with my life the way it is.",60
691,Bender,That sounds like a cry for help.,60
692,Amy,Let's all take her out tonight. There's lots of great places to meet people.,60
