,Quotes
14144,You seem a tad wound up buddy. And your face is greasy! Real greasy. You been up all night?
14146,Ah! Mighty fine smokable!
14148,"Nah, you can't blow smoke from such a majestic stogy in just anyone's face. I'm saving it for the fancy pants at Zapp Brannigan's black tie reception. You comin'?"
14226,"Speaking of which, my story kinda peetered out without me learning a lesson!"
14228,All right! Closure!
14233,"It wasn't a bird's nest falling. That sounds like this.  Aww, they're so cute when they're scared!"
14241,Ahh!
14243,"Nah, I'm comfy out here under the stars. Real comfy!"
14254,Oh my God its Bigfoot!
14256,Eh he's gone. He says you should keep wasting your life though.
14262,Hey look! Bigfoot! He's back!
14264,Up your face!  Everybody do the Bender!
14270,Better than these gnats!  That guy won't be goin' home to his kids!
14271,"Who's that? A wolf? Or some kind of boogen? Oh God I wish I was safe inside a tent.  (deep voice) Fry, Fry wake up! It's me! Bigface!"
14287,"Aww, I think it's sweet! You chopped off your nose so you could look more like your hero. Me, Bender!"
14297,"(gasping) Guys, guys! There's something on television."
14314,Yep. Stolen Pez anyone?
14326,Yep. That's exactly the lie we used to get past your guards.
14345,"Yo, highness! Uh, just out of robo-curiosity, why would you use a guy's nose for an aphrodisiac instead of his...you know...wing dang doodle?"
14347,"No sir-chee! The main event, so to speak, is downstairs near the wallet. Ever seen soccer players line up to block a free kick? They ain't covering their noses I'll say that much! Well, seeya!"
14359,(shouting) I'll say!
14361,(shouting) That's what she said!
14377,I don't get it!
14378,Bonjour. May I offer you a box of wine for the edge of the table?
14389,(shouting) It's used to it!
14393,"Boy, who knew a cooler could also make a handy wang coffin?  Hey, uh mind if I stick these in here?"
14398,"Quick Fry, run for it!"
14400,(shouting) Just like at the movie theatre!
14406,What are you doing with that?
14416,"(shouting) In this case ""small""!"
14421,As usual!  (shouting) Run away!
14443,"Shut up Zoidberg, the robot bending events are starting!  Something tells me I could easily beat those trained professionals."
14444,"Wow, that guy must have to be like the world's greatest bender. My dreams of glory died before they began."
14456,(shouting) C'mon!
14460,"Well enough about Hermes, I couldn't win a medal either. Even at bending - the thing I was built to do. I'm so embarassed. I wish everybody else was dead."
14462,"Fembots?  Methinks a clever Manbot suitably disguised might win those events! But the charade would require subtlety, nuance, grace."
14463,"What do you mean I'm not registered? My name is Coilette and I'm from, uh...Robonia! Coilette's a chick's name!"
14465,Ever been beaten up by a guy dressed like a chick?
14469,"I'm great! Everybody else sucks, except that guy Bender, he's really somethin'!"
14471,"(crying) Oh God, I'm not gonna get my medals! They're all I have to remember my Olympic career.  Wait, I've got it! Professor, make a woman out of me!"
14473,"I don't need friends, I need a sex change operation and give it to me now!"
14477,Pfft.
14479,(whispering) C'mon!
14607,"...drive to Vegas, pick up some Flooziebots and void their warranties all night long!"
14610,Yeah you'd think but what you gonna do?
14618,Yeah. Emotions are dumb and should be hated.
14620,Goodnight Calculon.
14622,I said you two don't dress trampy enough. I still got it!
14629,"Oh my God, robot beely-boppers!"
14631,"Please, I have some dignity."
14638,The secret is to scratch 'em really really hard!
14644,Woo! I love that old bat!
14648,Neat!
14650,"Right here, I'm comin'! C'mon baby! I'll do it! C'mon Mom!"
14652,"Oo, here we go. I'm your top of the line Mom!"
14654,"Man, that smells great!"
14658,"Uh, I never got the change.  Suckers."
14660,That new robot is great huh? Sure made me look like a pile of crap.
14662,(hoarse) Eep!
14665,Hey I could have done that if you'd asked me.
14667,You call that a kiss? I'll show you! C'mere Nibbler!
14670,"Yes sir, I'm on it!"
14672,"Get outta here freshman, I don't need your help."
14674,"Yeah, well assist this!"
14675,"Ohh! When I screamed ""help"" I didn't mean you!"
14677,Don't mind me. I'm just saving you the trouble of throwing me away.
14679,I can't. I'm stuck in the can.
14681,Never!
14683,I hate him.
14685,I can't ask for his help because...
14687,(whispering) I'm scared of him.
14690,"An upgrade? But I thought we all agreed I was perfect! Fry, didn't we agree I was perfect?"
14692,"Pretty perfect? So, you do think I need an upgrade."
14694,(crying) Fine. I'll be back in a few days.
14697,"Yeah, right on nutcake!"
14699,"W-W-Wait, what happened to your enthusiasm for stabbing them?"
14701,It's like he's not him anymore.  You took away his robo-humanity!  I changed my mind!
14702,"I did it! I escaped! But to what kind of a life?  I'm too scared to get the upgrade but I can't face my friends again without it.  And so I set sail for unknown shores. Oh merciful Poseidon, take pitty on this mechanical mariner. Oh jeez!"
14703,(shouting) Curse you merciful Poseideon!
14704,"Boy, what is this deal with the ocean? A tropical island huh? Well, I've washed up on worse places. OK, first up, I'm gonna need to build a shelter.  There. Well. I guess I'll go out for a while."
14705,Damn. One rock short of rescue!
14706,"Oop, low on power!  Better fuel up! Oh no! Guess I'll do what I always do when I run out of booze."
14707,"Dont panic, I've got these yams. I'll just make some yam schnapps."
14708,Hey I should be mad at you! Now turn around.
14709,Beer!  Ow!
14710,Ow!
14711,Who are you and why should I care?
14713,A working cartridge unit? Wow! You guys went obsolete years ago!
14716,Yeah but you have a choice.  What's your problem?
14718,Memory?
14721,"Look, no offence, but I need technology. Especially email and snowmobiles. And television! Without television how will I know what buzzwords are in?"
14723,That's the dumbest thing I've ever heard.
14724,Oh man he's never gonna make it over that next pebble...! Wait...wait...oh my God he made it!
14727,That was the greatest thing ever! Lets party!  Yeah baby c'mon!
14729,It's one of my ten desert island discs. I never even thought I'd get to use them. But look at me now. Ooh yeah baby! Do that thang!
14731,Which ocean? That ocean?
14732,Whoa! It's like the earth is making sweet salty love to itself while all the fish groove on it. So much for this garbage.  Take that Beethoven you deaf bastard!
14733,Bang bang bang. You sure got this life thing figured out cymbal banging monkey.
14735,Ooo! I'm gonna wash my linen so hard the w -  You-!  Wretched technology has brought me nothing but misery!
14737,Oh it's true. I am a hideous triumph of form and function.  But not for long!
14740,Behold my hand crafted purity. The modern world can bite my splintery wooden ass!
14742,Pft! Forget that. I say the whole world must learn of our peaceful ways. By force!
14744,We're going back to civilisation to wage war on technology!
14746,We'll soon stage an attack on technology worthy of being chronicled in an anthem by Rush!
14748,Mirrors reflecting mirrors? Hi-tech sorcery! Sorcery I say!
14750,"Yep, we're there. Prepare to surface!"
14751,"And now, technology shall taste the lash of the hickory switch!"
14753,"Whoa, whoa. No-one wants to count rocks more than me. But our mission is not complete. Not so long as Robot 1-X torments me with his obvious superiority. Ready the catapult Sinclair.  Aim for their power lines. The devil weans and electricity is his blood."
14755,OK fine. Fire!
14760,Friends. I've come to free you from your complicated lives. Free you from the complicated part I mean not the lives part.
14762,"I got a downgrade! I'm a steam-powered wooden robot - just as nature intended. Therefore, I must kill Robot 1-X."
14765,I don't need your charity.  (shouting) Target Robot 1-X and fire!
14767,"(shouting) Try again Sinclair, I said target Robot 1-X!"
14772,"Heck! Those guys hate fire! I gotta do something.  What the-? Termites? Well, I don't need legs to save my friends. I'll just use the old extentromatic arms!"
14774,"I'm a comin'  Ow! Lousy primative body! Oh, why didn't I get that upgrade? I'm an outdated piece of junk!"
14776,You shut up. No wait. I can use you as a tool to save my friends and I'll still be the hero who everyone says how great he was!
14778,Save my friends!  And Zoidberg!
14781,Down here.  I'm so sorry guys. I never meant to hurt you. Just to destroy everything you ever believed in.
14783,"Oh yeah, we were totally in sync! I was like ""Save them!"" and he was all ""No problem!"" and then he did it..."
14784,...This new technology is great!  I love those magnificent 1-X robots. The 1-X robots are my friends!
14786,I'd like to give Robot 1-X a big smooch on the -  Hey! What's the dilly-o?
14788,But I destroyed the technology of the world. I ran on the beach and felt the sand between my foot cups.
14790,"Oof. If that stuff wasn't real, how can I be sure anything is real? Is it not possible, nay probable, that my whole life is just a product of my or someone else's imagination?"
14792,"Well, I guess reality is what you make of it.  Oh, thanks baby!"
14805,Cram a ham in it you twerps!  Sorry!
14829,Whoever's directing this is a master of suspense!
14843,"(gasping) Guys, guys something's happening on television again."
14846,An open casting call for child robots? Tinny Tim? Are you thinkin' what I'm thinkin'?
14848,"That I, Bender, am perfect for the role!"
14867,(shouting) Boo! Not as good as Bender! Boo!
14870,"Once, when I took those hostages."
14872,Banditos eh? Aw this is great! 'Cause I happen to have a flawless Spanish accent!  (bad Spanish accent) I will say adios Padre! Come Jesus ye faithful. Tonight we eat...guacamole by the El Rio!
14875,Fathero!
14877,Yo! I read the script and I think it would help my character's motivation if he was on fire.
14879,So now my character has a British accent?
14881,(muttering) Stupid dumb coma...coulda been British.
14883,(quietly) Permanent? That's completely out of character for Antonio. I'm gettin' up.
14885,"Hey everyone! Antonio here but you can call me ""Bender""! I got ants in my butt and I needs to strut.  C'mon baby! C'mon!"
14887,"Bite my shiny metal ass!  Ooo yeah! C'mon baby, do that, oo yeah!"
14893,Now that's hospital dancing.  Pretty good eh Calcky?
14915,Yes I can.
14927,"OK OK OK, get ready for this part."
14932,That's crazy.
14940,"Whoa, whoa, whoa. You can't censor me just 'cause I'm an obscenely bad role model."
14971,What? What's going on?
14974,Hey lay off me. TV would stink if everyone on it was a positive role model. Bender is about entertainment baby! You can't hold me responsible for what kids do when - hey! This is my stuff they stole! That's the last straw! Bender should not be allowed on television!
14975,Bender must be stopped. I've gone too far. Who does that guy think I am? C'mon! We're gonna march all the way to Hollywood and make them stop forcing their filthy me down our throats.
14978,This mob's with me.
14983,Yeah!
14986,We demand that all TVs be equipped with a v-chip that blocks Bender from appearing on the screen.
14989,Then I quit.
14994,Ooo yeah baby c'mon -
14999,"Hey look, the prop guy has a lamp!"
15002,Aha!
15004,"Listen up, 'cause I've got a climactic speech! You, cameraman, keep the camera rolling. You, director, gimmie my motivation."
15006,"Perfect.  Viewers of the world, do smoking and drinking on TV really make me cool? Of course they do.  How 'bout committing crimes and violence? Again, the answer is ""yes."" But do we really want our kids exposed to that kind of trash on TV? I say absolutely not!  Uh...on the other hand, most - perhaps all the blame rests with the parents. That's right you!  And so I ask you this one question: Have you ever tried simply turning off the TV, sitting down with your children, and hitting them?"
15008,Well make time.
15017,Damn right!
15022,(singing) TV party tonight!
15024,(singing) TV party tonight!
15036,Futurama!
15038,Huh?  I choose to not understand these signs.
15039,Aha!
15041,Yeah well you should try not stinking at it.
15043,Lessons? Oh that's rich! Isn't it time you gave up all hope of ever improving yourself in any way?
15045,Fine I'll go already. Y'know sometimes I wish your real parents were still alive...not often.
15046,Whoa...hey!
15049,"I prefer the term ""love machine."""
15050,"Wow, your kid is great. How hard did you say you had to hit him?"
15056,Then good day madam!  We hope to see you soon for tea.
15058,"Aww, you know what always cheers me up? Laughing at other people's misfortunes."
15062,So musicians really Rodger your Hammerstein huh?
15067,"Oh but you can. Although you may have to metaphorically make a ""deal with the devil."" And by ""devil"" I mean ""Robot Devil."" And by ""metaphorically"" I mean ""get your coat."""
15069,"No, this isn't a religious visit. Fry just wants holophonor lessons."
15073,"Fry you smelly idiot, I think he's willing to make some kind of deal with the devil with you."
15077,Fry if you don't take this offer right now I will lose all respect for you and punch you.
15080,Wow.
15082,I got a hundred bucks on Rectal-Exambot!
15085,It's not ironic it's just coincidental. Now fork over those lady-fingers cookie!
15098,Where'd I go just now?
15123,True but at least I don't have the hiccups anymore. What up?
15125,"Forget it, you can't tempt me."
15127,"Hm. I forgot you could tempt me with things I want.  Well, I suppose I've always wondered what it would be like to be more annoying."
15129,Grabby and Squeezy? Never! I love these guys!
15131,"No, nothing ain't gonna happen."
15132,Yes! With this built-in stadium airhorn I can really annoy people. And all it cost me was my crotchplate.
15134,"Yeah, that'll teach the first person I see a lesson!"
15137,"Pretty annoying, huh Leela?"
15139,Oops. I'm so so sorry Leela. I just wanted to annoy you.
15142,"It's not ironic, it's just mean. Take this!"
15144,Oh yeah? Well bite my shiny metal - (shouting) Oh nooo!
15146,OK deafo.
15155,I don't recall ever fighting Godzilla but that is so what I would have done.
15193,"(singing) The use of words expressing something other than their literal intention,"
