,Quotes
12392,Well could you do it some place else? I'm setting up Seymour's doggy bed.
12402,"Ah there, perfect!"
12406,Finally!
12409,Come on boy! Come back to life!
12411,What? I'm in the middle of something.
12413,"Bender, enough! Leave me alone!"
12418,I hate you! I hate you! You evil metal man!  Ow!
12421,May yet? Really?
12423,So Seymour might still exist?
12425,Then I'm goin' in after him.
12428,He'd come after me.
12430,Then all hope is lost.  Goodbye Seymour.
12448,This is all my fault. I let my best friend risk his life just to get my dead dog back.  Bender!!
12451,Yeah!
12453,15? You mean he lived for 12 more years after I got frozen?
12455,Stop the cloning.
12458,Think about it. Seymour lived a full life after I was gone. He probably added new songs to his repertoire.
12460,I had Seymour 'til he was three. That's when I knew him and that's when I loved him.  I'll never forget him. But he forgot me a long long time ago.
12464,How 'bout Löbrau? It has dots on it.
12466,I can't drink that! The metal shavings make my throat bloody.
12497,No I'm...doesn't.
12522,The address was on Dogdoo 8 but the universe ends right after Dogdoo 7!
12550,"No, you have a healthy glow."
12554,I hope it's a lager so I can take it to a ball game.  Ooo! I felt that one!
12588,We don't work for you anymore!
12592,Yes sir!
12610,There. One million papers. Folded and loaded!
12617,"Hurry Leela, get some coasters and cold mugs."
12618,Push Bender push!
12621,Almost there. Just two more bottles.
12623,"It's an ale! 5 gallons, 6 ounces!"
12626,Hey wait a second. How did you deliver a million papers in one hour?
12682,"There's no denying it: The future's crazy! Oh, well. Don't wanna stand out."
12686,"So, what is Freedom Day? Sounds like some kind of feminine hygiene product."
12693,Wow! Nude hot-tubbing? That's all I need to hear about Freedom Day!
12699,(shouting) We're not listening!
12718,Anyone who laughs is a Communist!
12740,They sure hate Dr. Zoidberg.
12742,Where are we ever going to find a lawyer to take his case?
12746,"Who are you, old man?"
12748,I'll never remember that.
12754,"Wait, you're a lawyer? You're hired!"
12755,"You OK there in the embassy, Zoidberg?"
12804,Ow!
12807,I'm no good at being a slave. I'm thinking about graduate school. Y'know? To become a barber?
12813,"Hey, wait! I'm having one of those things. You know? A headache with pictures?"
12815,"Back in my day, we didn't have your fancy all-digital weapons but we still managed to kill each other just fine."
12817,Not big enough. We need something that can take out an entire army. Something you could commit a war crime with--
12830,"You haven't won yet, Moivin! You didn't expect us to even go to a museum, much less steal this ancient heat-seeking missile."
12836,"Zoidberg, how could you? I used to think you were cool."
12906,Over here!
12923,Dude hold up! Remember when Zapp blew a hole in the ship?
12925,Kif touched everybody there. Couldn't any one of us be the mother?
12951,Check it out y'all. Everyone we invited is here.
12953,So lets open the gifts!
12987,Hi!
13015,Congratulations!
13019,That's birth for you.
13041,"Let's see what tools we'll need.  Uh-huh, Uh-huh,  Uh-huh! Alright, we're all set."
13044,Those Swedes sure know how to put in almost everything you need.
13046,I feel like I was mauled by Jesus.
13052,There's no bus to Jersey City.
13055,"I'm too scared to find my pocket. Here, I'll just take of my pants and give you those."
13061,Maybe we're all wearing magic rings but they're invisible rings so we don't even realise it. Also you can't feel the rings.
13063,Wow! A superpowers drug you can just rub into your skin? You'd think it'd be something you have to freebase.
13065,Yup.
13067,Check.
13071,Nope!
13073,"Leela, I think you're missing the big picture. When you were a kid what was your biggest fantasy?"
13075,Whatever. The correct answer is: To be a superhero. We have superpowers and we're Americans. This is our chance.
13077,You'll barely regret this!
13080,Now me and Leela are forming an awesome crime-fighting duo.
13083,"Plus the cream won't give you superpowers, you're a robot."
13087,Captain Yesterday!
13090,Wow!
13096,Sure. I'm listed in the phone book so once I reveal my real name to you along with my home address and a copy of my birth certificate -
13098,From everybody?
13100,Give several reasons why.
13102,Or do we...? No I guess not.
13114,And I can't take life anymore.
13116,Who's the perp?
13118,Pack of highly. Got it!
13123,"Uh, Leela, how you gonna meet your folks tomorrow? We've already scheduled the Zookeeper for a 9am foiling at the museum."
13150,Yet the Zookeeper escaped. Thus proving that the deadliest animal of all is the Zookeeper!
13181,"Leela, is the person that parrot is mimicking telling the truth by proxy?"
13192,"But, should superheroes commit crime? Even to save lives? I need moral guidance. Bender?"
13194,Oh no! Our superpower cream is out of itself!
13196,El zilcho! I'm afraid we're boned.
13199,"Man, this costume is so damn heavy!"
13201,Owww! That...didn't hurt.
13209,So this is your lair?
13211,"OK, take it easy!"
13214,That seemed unnecessary.
13222,Oh yeah!
13228,"I guess, as long as you think it's right."
13237,"My God, he's gonna do it! Everybody, seatbelts to maximum buckling."
13244,"Uh, aren't we looking for your gargoyle?"
13254,Ow! It bit me!
13259,Yup.
13278,He still sounds sorta old. Sorta real old.
13283,This is great Professor! We should go out and celebrate!
13294,But your parents are gross sewer mutants.
13318,"Oh, hello sir. It's a lovely evening you have tonight. Um I'm here to pick up your daughter."
13320,Thanks. These aren't pockets they're just flaps. I put my money in my sock.
13322,A movie.  A movie ma'am.
13327,I'd like a sewer burger but without the rat feces.
13338,"We missed the turn, we'll never catch them."
13340,Yeah!
13342,"Leela you can stop winning now, we won!"
13345,"And then, and then, this giant tapeworm tried to play us for chumps but we like totally dissed Moose!"
13347,Yay!
13353,C'mon! Lets go tell Leela so we can grow up together!
13360,I'll miss you Leela. I'll come ack and visit when I'm all grown up.
13378,I wanna hear a space story!
13382,"Professy's back!  Eww, you smell like smoking.  And drinking."
13410,We did it! We're the right ages again!
13416,I'm sorry you had to give up being a kid Leela.
13418,The fabulous person!
13420,Fabulous friends!
13425,Delivery boy Philip J. Fry reporting for duty.
13427,"What is the meaning of this? We've got a delivery people, let's move, let's move!  Amy? Mission profile?  Interesting, interesting. Dr Zoidberg, mission bag?"
13429,What's this? This is the same toy surprise I got last time!  I can't work under these conditions. And without me there is no mission. I am the mission!
13431,Wh-what? You went without me?
13433,"But, but I'm the delivery boy."
13438,I'm real sorry I missed the mission. I wasn't there and you might have needed me.
13440,But if I'd been there I -
13442,
13444,Bender's great.
13446,"Listen Leela, let me make it up by taking you out to dinner tonight."
13448,Chaz?
13452,"So? I'm just as important as him.  It's just that, the kind of importance I have, it doesn't matter if I...don't do it."
13453,I'm nobody. There are guys in the background with Mary Worth comics who are more important than me.
13455,"Um, OK. Let's go bowling."
13465,"Oh jeez, better not let Leela see me."
13467,You are? So things aren't working out with whatshisname?
13469,Um..uh...
13471,"Oh no, please, no!  Perfect!"
13474,"Wait, I'm trying. It weighs as much as a thousand suns!"
13477,I'm as worthless as this trashcan.
13479,"Oh Nibbler, at least I'm important to you. Even if it's only 'cause I clean up you poop."
13481,D-d-did you just talk?
13483,Like what?
13484,Are you my mommy?
13488,Eh?
13490,"Aww, aren't you a fuzzy wittle guy?"
13492,Mightiness? Are you off your nut? I just got kidnapped by a bunch of guineapigs.
13499,Oh snap!
13503,Maybe later.
13506,"Hmm, I remember the square dancing stomachs, although that might have been a milanta commerical. Wait! The brains! I do remember! But no one else does. They said I was crazy."
13508,Because I'm so smart?
13510,I did do the nasty in the pasty!
13512,So I really am important? How I feel when I'm drunk is correct?
13515,What's so evil about that?
13517,So they're trying to learn things?
13519,Those bastards!
13521,I'm as mad as I've ever been.
13523,Now it's personal.
13526,"OK, let's go through this once more -"
13527,Aah! Brains!
13529,"Sorry, what? I wasn't paying attention."
13531,Who?
13535,I'm at the input console. I'm a little nervous and I've got brain in my buttcrack.
13538,"Hey wait, this brain knows everything about everything right?"
13540,"Yeah yeah, but I can't pass up a chance to learn the answers to the greatest questions of all time.  Is it true that post-it stamp glue is made up of -"
13543,Wait wait wait.  What really killed the dinosaurs?
13546,Uh oh.
13548,Eww gross. Cut it out!
13553,You got it poindexter!
13558,Well at least I did one important thing with my life. Leading good to victory over evil!
13561,The day I got frozen? What about it?
13563,Eh forget it then.
13565,"OK sheesh!  What happened to me, Philip J. Fry, on the night of December 31st 1999?"
13569,"Eurgh! I can't believe how fat I look! Aw, Nibbler's there. Wait! What?!"
13571,"I, I don't understand. You made me go in the freezer tube?"
13573,You little runts froze me! You took away my life!
13575,No you can't. Shut your adorable trap!
13581,Go ahead. I deserve it. I wish those stupid racoons had never brought me to the future.
13585,Really? I can go back in time?
13588,That is interesting. Why?
13590,Everybody wins!
13609,I hope your calculations are correct.
13641,"Whoa, thanks! If you ever need a saviour again, just ask."
13643,"Man, I can't wait to tell everyone what happened."
13645,Huh. Did everything just taste purple for a second? Oh well. Let's go home you dumb poop machine.
13648,Hey Leela. I guess I got this for you.
13650,Then I am the most important person in the universe.
13656,Hooray!
13660,Woohoo!
13670,Larger than an American sedan?  How big is the honey comb?
13675,But Leela we're no good!
13677,I'm not scared of that at all!
13679,"Like my parents. Oh wait, that was hitting!"
13685,Leela let's turn back. There's absolutely no shame in wussing out.
13687,Oh my God! The old Planet Express ship!
13694,Hey what's this goop?
13696,Bees make honey and jelly? Huh. How come nothing humans make taste good? Help! I can't swim in jelly as far as I know!
13698,Leela! Stop bonding and lets go! I got jelly in my underpants!
13706,We made it! We're alive!
13708,Leela we got lucky this time but you should be more careful. I don't want anything to happen to you.
13710,Look out!  You want her you'll have to go through me.
13728,Leela?
13730,"Nope, I'm better than ever. Before the accident I couldn't do this!"
13732,Then I'll prove I'm alive! By telling you something only I could know. There's a surprise for you in my locker. I got it at a Swedish novelty shop before we left.
13734,Sure. There's just one thing I want you to.
13736,I want you to wake up.
13762,"Hi Leela! I'm just gonna keep talking, even if you can't hear me. Blah blah blah, blah blah blah blah blah."
13764,Oh yeah?  Could a dream take you dancing in an illusion garden?
13766,Then what if we shared a sleigh ride across the ice fields of Hiperia?
13768,"Here, take my jacket. You look a little cold."
13770,You can. All you have to do is wake up.
13791,Why and I sticky and naked? Did I miss something fun?
13795,Neat!
13799,Me too.
13801,"Uh, not everything."
13803,You have to wake up.
13843,Leela! You're awake!
13845,In the hospital. The ambulance brought you here right after the bee stung you.
13847,Stinger went right through me and you got all the poison. My new spleen came from a guy who liked to motorcycle.
13854,"I though that if you heard a familiar voice, it might help keep your mind together. But, who knows if it really got through."
13863,"So, will you go out with me?"
13873,Whatever's in there it's the only thing I've ever wanted.
13878,Let's just forget about the box. The Professor said to stay away.
13880,No.
13884,Tangled up Christmas lights! We can take shifts untangling them!
13909,Oh wow. It's like that drug trip I saw in that movie when I was on that drug trip.
13923,"We called it first. Besides, this place kinda feels like a ""B"" y'know?"
13959,You mean you flipped the coin too? And it was tails? So that's why you said you had to meet that ghost.
13963,One year later I got beat up at a Neil Diamond concert by a guy named Scrunchy!
14015,"Yo, did two shellfish in scrubs go by?"
14039,"There but for the flip of a coin go we. So uh Leela, seeing how the universe wasn't destroyed, you wanna catch an ape fight? Y'know? Together?"
14041,So? Heads or tails?
14064,"That's it! I'm getting a hundred cups of coffee! Starting now.  Coffee machine, one cup of coffee please."
14108,"Uh, I'll have a coffee."
14110,Whale please.
14128,Yeah yeah yeah keep it comin' put the pot down get away!
14145,Of course I've been up all night! Not because of caffine it was insomnia I couldn't stop thinking about coffee I need a nap.  Coffee time!
14147,Fancy cigar why don't you smoke it already? Puff puff go go go go go!
14210,Coffee coffee coffee coffee coffee coffee coffee coffee coffee coffee!
14232,Shh! What was that sound?
14234,I meant the sound Bigfoot just made. He's been sighted a lot in this area recently. Just last week a blind hiker felt him!
14236,"Of course I do! Bigfoot's my hero. Growing up, he was the celebrity I most identified with."
14238,'Cause he was a loner who hated the popular monsters yet longed to be one.
14245,I get it!
14247,That proves it!
14260,"Sir, if I may, why don't you set up like a billion video cameras in the woods and see if he walks by one."
14269,You doin' alright out there buddy?
14272,Bigfoot? Bigfoot?
14273,"Bigfoot? Is that you? I'm not like the others Bigfoot. I see through your monster coatings to the gentle loner inside. I bet you have a wounded racoon friend that you tenderly nurse back to health and go......and in the end they shoot you. But you teach us about things. Oh, it's a flying saucer. (shouting) Excuse me? You can't park here. The parking area's over there.  Wow nice tube!  Hey. Hey what's the big idea? Stop abducting me. Why does your vanity plate say ""Probe 1""?"
14278,"Amy, you won't believe what happened......it was so scary that you wouldn't -  I know but listen it gets even scarier."
14280,That's what I'm trying to tell you. See -  Why are you all staring at me like that? Is there something on my face?
14283,Tell me what?
14286,What?
14289,"In the woods, I was walking. For Bigfoot, looking and then aliens beamed me up."
14292,I'm a pathetic freak. My life is ruined.
14294,I'll never have another moment of happiness.
14299,Like me!
14302,My nose is an aphrodisiac?  I'm gonna drop a barf!
14304,Blech! We have to track down my nose before some alien snarfs it and does the worm. Who's in?
14308,"It's no use. We've been to ever scuzzy bazaar in the galaxy, including Pottery Barn."
14311,"Uh, I'm looking for human horn."
14317,"Nope, uh-uh, eww!  Now look, this is the nose we want. Did you sell it to somebody?"
14327,Oh great space king. I humbly beg you to return my human horn.
14333,(sadly) Alright. I give up. I guess I'll just go home and marry a skunk.
14335,My nose! Light of my face!
14338,Hey! You burned my cheek!
14340,"No I mean the singed flesh, I can smell it!  Those lilacs on the table."
14344,"Well, great seeing you, I guess we'll be on our -"
14349,"Hey, what've you heard?"
14351,"OK, you can have my nose."
14358,Wait! I'm usually the first guy to toot my own lower horn -
14360,But in this case I just don't think it'll do any good.
14363,However huge it might be.
14372,Wh-What if we helped you get your passion back without the hassle of mutilating me?
14376,Then it's a deal. We get one night. I keep my horn as long as you two end up doing the horizontal monster mash.
14382,"So, what can I get you this evening?"
14384,"I'll just start you off with some bread. Some sexy, arousing bread!"
14390,"So uh, how are you two sneaky poopums doing?"
14399,"Come on freedom cage! Roll me to safety! Yes! I never thought I'd escape with my doodle, but I pulled it out!"
14402,Bigfoot! He's real! I knew it. The Loch Ness Monster's book was right!
14412,Yeah!
14426,So who should I root for? America or one of those countries I learned about at the Food Court?
14437,"But have they seen your...y'know...physique, since the old days?"
14480,I can't watch this 'cause it's creepy and wrong and sick. However I will watch out of curiosity.
14491,But you're not really a lady anyway. Right?
14512,You gotta tell me. You're not actually attracted to Calculon right? And if you are don't tell me. Are you?
14519,"But what if he wants to, I mean if he tries to...uh...Barry White?"
14539,I'll miss you buddy. You've been like a brother and then a sister to me. And now you're getting married. I love you.
14541,Cool. What's for dinner?
14544,That's marriage alright!
14567,So now you do wanna marry him?
14569,Eck!
14575,Yep.
14592,Yes. And I have a message for you from Colonel Mitumba! He says this......is from Congo Jack.
14603,"Well Bender, I hope this has taught you a lesson about changing your sex to win five gold medals."
14608,Yay my buddy's home! And his respect for women is back to normal.
14614,Eww!
14617,C'mon Bender let's go. This chick flick is getting me all barfy.
14626,Aw man!
14630,And there's a robot scratching post. You should try it out Bender.
14640,(shouting) I get it!
14642,"(shouting) Oh, now I get it!"
14691,"Oh yeah, no, you're pretty perfect."
14780,Hey where's Bender?
14806,"Nah, I had it coming."
14831,This show's been going downhill since season three.
14851,"Look, there's Macaulay Culckon."
14853,Psst. There's that robot child actor who grew up an robbed a convenience store!
14934,Pft. What kind of bozos would start a Bender protest group?
14942,Yeah. Give a little credit to our public schools.
14954,Hey Bender.  Hey Bender.  Hey Bender. Hey Bender.
15015,Hear hear!
15020,Nothing good.
15026,(singing) We've got nothing better to do...
15029,(singing) We don't wanna know!
15040,Bender?? I was just not playing the holophonor.
15042,I am trying. (ashamed) I've been taking lessons.
15044,"I know I should but I just can't. Remember when I had those stomach worms that made me smart? I could play the holophonor and it made Leela like me.  Hey Bender, as long as you know, I have a holophonor recital Tuesday and I'd really like to have somebody there. Please?"
15047,Uh...hello Mrs Mellenger.
15052,The...Grumpy Snail.  Sorry.
15054,Ow! No! Quit it! Stop it!
15057,It's hopeless. I can hear all this great music in my head but my stupid hands can't keep up.
15060,Uh...a concert.
15064,(quietly) Pretty boy.
15066,It could be my beautiful soul sitting naked on her couch if I could just learn to play this stupid thing.
15070,Yep. I need to get really good without practicing.
15072,Sure it would.  Oh well. Goodbye.
15074,"He is?  Great! Wait, what's the catch?"
15076,I don't know. It doesn't seem entirely moral to -
15078,Well...alright. You sure I probably won't know him?
15083,Robot Devil? I get your hands? Zam!
15087,Stop being such a baby and chop my hands off.
15089,(impressed) How'd you do that?
15091,At last! At last I have the power to make Leela love me.
15093,Check it out everyone. I'm back from hell and I've got the Robot Devil's hands!
15095,Alrighty!
15097,Uh-oh.
15100,"Yeah, they get around! But I'm afraid we had a deal."
15102,Yes you did.
15106,Show him in.
15109,"Thank you sir, that's exactly what I was going for."
15111,"But, I've never written an opera."
15113,But I wouldn't even know what to write about. Unless...  OK I'll do it. If I can make it about Leela.
15117,Leela!  You shouldn't be listening. I-I don't want you to hear it 'til it's done.
15119,So's a peacock but you don't eat it 'til it's cooked. This has to be perfect. I want you to hear exactly what I hear when I think about you.
15121,(shouting) No!
15177,"Look, what do you want?"
15179,Never!
15195,"(singing) Destiny has cheated me by forcing me to decide upon,"
15201,No!  Stop! Take my hands!
15203,My hands. My horrible human hands. And what did you do to my nails?
15207,But I can't play anymore.
15209,"Ah! Ooo, ah, whoa, hey!"
