,Characters,Quotes,Characters_consolidated
661,LEELA,You guys could learn a lesson from those two.,LEELA
663,BENDER,"You're my best friend, Fry, I'm sorry I treated you so badly.",BENDER
664,FRY,"Apology accepted. After all, you're only human.",FRY
665,LEELA,"Wait a minute! You did it all backwards. Fry's the one who should be......Oh, never mind!",LEELA
667,BENDER,Nothing. I guess I'm just going to have to get used to being half a robot.,BENDER
668,FRY,"Aww, this isn't right. Listen, Bender, if we found your antenna could they still reattach it?",FRY
669,BENDER,Maybe. If we get it on ice right away.,BENDER
672,BENDER,"This time, you'll have all the human comfort. We'll get a couple of toilets, some food cookers, maybe a puppy.",BENDER
674,BENDER,"It sure is. By the way, I saved your stuff.",BENDER
675,FRY,"So that's where those skin flakes went. Hmm, do you think this fruit tree's going to get enough light?",FRY
676,BENDER,There's a window in the closet.,BENDER
677,FRY,"This is huge! Bender, why don't I just live in here?",FRY
678,BENDER,"In a closet? Oh, humans!",BENDER
681,LEELA,This place was a great choice. The food is amazing. And such generous portions.,LEELA
683,LEELA,"You know, Doug, most guys are put off by my eye. It's nice to finally meet someone who's open-minded.  Ew!",LEELA
684,FRY,What was wrong with your date last night?,FRY
685,LEELA,I don't know. Something I couldn’t quite put my finger on. Possibly his vile lizard tongue.,LEELA
687,FRY,"Yeah. If you rule out every guy with a lizard tongue or a low I.Q. or an explosive violent temper, of course you're gonna be lonely.",FRY
688,LEELA,There's nothing wrong with having high standards. Now can we please stop --,LEELA
691,LEELA,"Thank you all for the inspiring advice, but I'm perfectly happy with my life the way it is.",LEELA
692,BENDER,That sounds like a cry for help.,BENDER
699,FRY,Why's everyone wearing those rings?,FRY
701,FRY,I think they look cool.,FRY
709,LEELA,What?! How can you tell?,LEELA
710,BENDER,I just know these things. I've got what they call gaydar.,BENDER
712,BENDER,"No?  OK, I got a lock on him.  Yep! He's gay!",BENDER
714,BENDER,Definitely. Unless I'm getting interference from a gay weather balloon.,BENDER
716,FRY,No way! We've got so much in common.,FRY
718,FRY,"Uh, yeah! That rings a bell.",FRY
721,BENDER,(whispering) I think she means 10 wins on the gay circuit.,BENDER
724,LEELA,That's great - really - but he's just not what I'm looking for.,LEELA
727,BENDER,Just as well; I think he comes from a dimension that's big on musical theatre.,BENDER
728,FRY,"Psst, I need the apartment tonight. Go see a saucy puppet show.",FRY
731,BENDER,"So, Leela, you must have had your pick of the litter last night at closing time.",BENDER
732,LEELA,Could you guys please stop talking about my personal life?,LEELA
733,FARNSWORTH,"Yes, let's all talk about Leela's personal life later. But right now we have business to attend to.",FARNSWORTH
735,FARNSWORTH,No. A tax-deductible mission of charity.,FARNSWORTH
739,FARNSWORTH,"It's a sunny little doomed planet, inhabited by a number of frisky little doomed animals.",FARNSWORTH
741,FARNSWORTH,"That's right. Animals in desperate need of rescue. You see, Vergon 6 was once filled with a super dense substance known as dark matter, each pound of which weighs over ten thousand pounds.",FARNSWORTH
742,LEELA,Wait! What about the animals?,LEELA
743,FARNSWORTH,"Well, dark matter is extremely valuable as starship fuel. That's why it was all mined out, leaving the planet completely hollow.",FARNSWORTH
744,LEELA,"Yes, but what about the animals?",LEELA
747,FARNSWORTH,"I didn't say anything about animals. Now it seems that the planet will collapse within three days. Incidentally, this will kill all the animals.",FARNSWORTH
748,LEELA,So we have to bring back two of each kind. Just like Noah's Ark.,LEELA
750,FRY,I bet you Leela's holding out for a nice guy with one eye.,FRY
751,BENDER,"That'll take forever. What she oughta do is find a nice guy with two eyes, then poke one out.",BENDER
752,FRY,"Yeah, that'd be a timesaver.",FRY
754,BENDER,Here you go.  You can use this as an eye-poker.,BENDER
755,LEELA,"Thank you. But I don't care how many eyes a man has - as long as it's less than five. All I'm looking for is a guy who's adventurous, self-confident...",LEELA
756,LEELA,...maybe a snappy dresser.,LEELA
763,LEELA,"Hey, look! That's Zapp Brannigan's ship.",LEELA
764,FRY,Wow! The Zapp Brannigan?,FRY
766,FRY,Who's the Zapp Brannigan?,FRY
769,LEELA,They say Zapp Brannigan single-handedly saved the Octillian system from a horde of rampaging Killbots.,LEELA
771,BENDER,"A grim day for robot-kind. Ah, but we can always build more Killbots!",BENDER
772,LEELA,He's the most decorated captain in the whole Democratic Order Of Planets.,LEELA
773,FRY,(teasing) Leela's got a boyfriend!,FRY
774,LEELA,No I don't. But I think we ought to meet with him and see if he'll help us rescue those animals.,LEELA
775,BENDER,Well just in case you guys hit it off you'll wanna take this with you.,BENDER
780,LEELA,"Hello, I'm Leela, captain of the Planet Express delivery ship. We've come aboard to plead for your assistance.",LEELA
783,LEELA,"Oh, not at all. I'm just so uh...really thrilled to meet you!",LEELA
785,LEELA,(flattered) You don't mean that!,LEELA
787,FRY,I heard that one time you single-handedly defeated a horde of rampaging somethings in the something something system.,FRY
789,FRY,Wow! I never would have thought of that!,FRY
792,LEELA,"Captain Brannigan, we really need to talk to you about our mission.",LEELA
795,LEELA,We're hoping to save the animals of Vergon 6 from extinction. And if you could just --,LEELA
799,LEELA,But people already interfered. That planet was mined completely hollow.,LEELA
801,LEELA,This doesn't make any sense.,LEELA
803,LEELA,Fine! We'll save the animals without your help.,LEELA
806,BENDER,He's throwing us in prison.,BENDER
807,FRY,Dang! Can I get this wrapped up?,FRY
808,LEELA,Ow! I might've liked Zapp Brannigan if he weren't a pompous dimwit who threw me in prison.,LEELA
809,BENDER,You really are too picky.,BENDER
824,LEELA,"Good. This will be my chance to reason with him, captain to captain.",LEELA
828,LEELA,I didn't realise you were such a coin-a-sewer.,LEELA
832,LEELA,...if we could speak seriously for a moment...,LEELA
834,LEELA,...I'd like you to reconsider letting us rescue those animals.,LEELA
838,FRY,"We can definitely escape, Bender. All you have to do is bend the hatch off this steam pipe.",FRY
840,FRY,No good! It's full of steam!,FRY
842,LEELA,I'm not really in the mood.,LEELA
844,LEELA,Can I please just go back to prison?,LEELA
846,LEELA,Much rather!  What are you doing?,LEELA
848,LEELA,"No, and it's pronounced ""sham-pane"".",LEELA
856,LEELA,"Oh, come on, cheer up, it's not that bad.",LEELA
857,FRY,You wanna try escaping again?,FRY
859,FRY,"Man, Leela's been gone a long time. I hope she's at least making progress with Zapp Brannigan.",FRY
863,LEELA,"Zapp, last night was a mistake.",LEELA
865,LEELA,"No, just a regular mistake. For a split second my common sense was overwhelmed by pity.",LEELA
867,LEELA,The only kind of crawling I'm doing to you is away - from!,LEELA
869,LEELA,"Look, I'm going down to Vergon 6 to save those animals whether you like it or not.",LEELA
871,LEELA,"Threaten all you -- wait, what?",LEELA
882,BENDER,So should we get our stuff and head down to the planet?,BENDER
883,LEELA,"(defensively) We just talked, OK?!",LEELA
884,LEELA,Alright. We don't have much time to collect these animals. The planet is supposed to collapse in approximately two hours ago.,LEELA
885,LEELA,"Hello there.  Hmm, he doesn't seem to be on the checklist.",LEELA
886,BENDER,So you're saying we can cook him?,BENDER
887,FRY,"Yeah, a barbecue! I'll wear my hilarious apron.",FRY
888,LEELA,"No! I don't care how hilarious your apron is, we're not cooking him.  Aww, I'll call him Nibbler.",LEELA
889,BENDER,Aww! (whispering to Fry) I'll fire up the grill!,BENDER
890,LEELA,I hope he'll be OK in there with all those big animals.,LEELA
894,BENDER,I found a pair of Hermaphlamingoes.,BENDER
895,LEELA,Good. That's the last species.,LEELA
899,FRY,I can't believe we flew halfway across the galaxy and enjoyed a steam just to get lunch for that stupid animal!,FRY
900,BENDER,He's pending for a bending.,BENDER
901,LEELA,"Leave him alone. It's not his fault that he's an unstoppable killing machine. Is it, snoogums?",LEELA
902,FRY,The planet's kerploding!,FRY
903,LEELA,"Prepare for lift-off.  We're out of fuel. Bender, I told you to fill the tank before we left.",LEELA
904,BENDER,"Yeah, I'll do it when we get back.",BENDER
905,FRY,"Man, lucky for us Zapp Brannigan's nearby.",FRY
906,LEELA,"No way, forget it! I refuse to go crawling back to him!",LEELA
907,FRY,What? What are you talking about?,FRY
908,LEELA,(defensively) Nothing. We just talked.,LEELA
909,BENDER,"So what's your problem? It's not like you slept with him.  Oh, my God!",BENDER
910,FRY,"How could you, Leela? I thought you had some standards. I mean, jeez, he's a dumb, gross gorilla!",FRY
911,LEELA,That's enough. Don't you think I feel bad enough already?,LEELA
913,LEELA,"Alright, alright I'll call him.  I mean if living is that important to you.",LEELA
917,LEELA,"Zapp, we're out of fuel...",LEELA
918,LEELA,...and Vergon 6 is about to implode. We need your help.,LEELA
922,LEELA,"Look, are you going to rescue us or not?",LEELA
928,LEELA,"I would never abandon a helpless animal. Y'know, Zapp, once I thought you were a big pompous buffoon. Then I realised that inside you were just a pitiful child. But now I realise that outside that child is a big pompous buffoon!",LEELA
930,FRY,"Wow, way to tell that guy off. Now what's your secret escape plan?",FRY
931,LEELA,"Uh, I guess to sit here and wait for death.",LEELA
933,BENDER,What the hell was that?,BENDER
935,LEELA,I don't believe it! It's dark matter.,LEELA
936,BENDER,So this guy just unloaded a steaming pile of starship fuel?,BENDER
937,LEELA,"His species must've filled the entire planet with it. Did you do that, you cute little --  Come on. That should be more than enough fuel to get us outta here. Bender, pick it up and put it in the engine.",LEELA
938,LEELA,We made it!  And some of the animals survived.,LEELA
939,BENDER,So a couple of animals didn't die and Leela got lucky. That's what I call a successful mission!,BENDER
941,LEELA,(thinking) Dear Captain's Diary. I may not have found love on this mission but I did find a cute little companion who excretes starship fuel. And that's just as good.,LEELA
948,LEELA,"What do you think of the view, Fry?",LEELA
949,FRY,"It really puts things in perspective. I mean, from up here an entire world can seem utterly insignificant.",FRY
950,BENDER,"Hey, nice seats! We're close enough to when you knock a player down with a beer bottle, he stays down.",BENDER
951,FRY,I don't get this. Is blernsball exactly the same as baseball?,FRY
953,LEELA,"Face it, Fry. Baseball was as boring as mom and apple pie. That's why they jazzed it up.",LEELA
954,FRY,"Boring? Baseball wasn't -- hmm, so they finally jazzed it up?",FRY
955,FRY,Home run! Ha ha! Yay! Right?,FRY
957,FRY,What just happened? Why is the ball on that springy thing?,FRY
958,LEELA,It's traditional. Just like aluminium bats and the seventh inning grope.,LEELA
959,BENDER,"I got me a souvenir!  Aww, here you go, kid!",BENDER
965,FRY,"Mmm, at least hotdogs haven't changed.",FRY
966,BENDER,"Hey, buddies, who wants popcorn?",BENDER
970,BENDER,Anyone want butter on that?,BENDER
971,FRY,"Hey, I'm starting to get the hang of this game. The blerns are loaded, the count's three blerns and two anti-blerns and the infield blern rule is in effect, right?",FRY
972,LEELA,"Except for the word ""blern"" that was complete gibberish.",LEELA
974,LEELA,Alright! Yes! Miller's on a pace to hit 70 blerns!,LEELA
975,FARNSWORTH,"He's good, alright. But he's no Clem Johnson. And Johnson played back in the days before steroid injections were mandatory.",FARNSWORTH
976,BENDER,"Clem Johnson? That skin bag wouldn't have lasted one pitch in the old Robot Leagues! Now Wireless Joe Jackson, there was a blern hitting machine!",BENDER
977,LEELA,"Exactly! He was a machine designed to hit blerns! I mean, come on, Wireless Joe was nothing but a programmable bat on wheels.",LEELA
978,BENDER,"Oh, and I suppose Pitchomat 5000 was just a modified howitzer?",BENDER
980,BENDER,You humans are so scared of a little robot competition you won't even let us on the field.,BENDER
981,FRY,What are you talking about? There's all kinds of robots down there.,FRY
982,BENDER,"Yeah, doing crap work! They're bat boys, ball polishers, sprinkler systems. But how many robot managers are there?",BENDER
984,BENDER,Zero!  And what a surprise! Look who's scraping up the filth. Is it a human child? I wish!,BENDER
991,BENDER,Admit it: You all think robots are just machines built by humans to make their lives easier.,BENDER
993,BENDER,I've never made anyone's life easier and you know it!,BENDER
994,FARNSWORTH,"Great news, everyone. You'll be delivering a package to Chapek 9, a world where humans are killed on sight.",FARNSWORTH
995,FRY,Why is that great news?,FRY
996,FARNSWORTH,"I'm glad you asked that question, Fry. You see, Chapek 9 was colonised centuries ago by a murderous crew of radical robot separatists.",FARNSWORTH
997,BENDER,"Oh, so just 'cause a robot wants to kill humans that makes him a ""radical""?",BENDER
998,LEELA,"Hey, hold on. I understand these robots hate humans, but how do they feel about humanoid aliens?",LEELA
1001,BENDER,"Oh, I get it, make the robot do all the work!",BENDER
1002,LEELA,This is the first actual work you've ever had to do around here.,LEELA
1003,BENDER,Well I'm not doing it! It's a robot holiday.,BENDER
1005,BENDER,Only Robanukah. The holiest two weeks on the robot calendar.,BENDER
1006,LEELA,"Oh, come on, Bender. Last month it was Robomadom and before that Robonza.",LEELA
1007,FRY,"Man, that one was a blast!",FRY
1008,BENDER,It wasn't just a blast. It was a sacred tribute to my ancestral prototypes which happened to take the form of a drinking contest.,BENDER
