,Characters,Quotes,Scenes,Fry,Other,Leela,Bender,Farnsworth,Hermes,Zoidberg,Amy,Zapp
221,Other,"When those other companies aren't brave or foolhardy enough to go, trust Planet Express for reliable, on time delivery.",21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
222,Other,"Here's your package, Mr. Horrible Gelatinous Blob.",21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
223,Other,"Good work, Evans! You've got a future around here.",21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
224,Other,"Thank you, sir!",21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
225,Other,Planet Express,21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
226,Fry,Are there really giant birds like that?,21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
227,Farnsworth,"No, no! That was all just special effects! Now let's have breakfast. I hope everyone likes eggs.",21,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
228,Fry,I'm never going to get used to the 31st century.  Caffinated bacon? Baconated grapefruit? Admiral Crunch?,22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
229,Leela,"Well, if you don't like that, try some Archduke Chocula.",22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
230,Farnsworth,"Ah, Hermes! Crew, meet Hermes Conrad. He manages my delivery business, pays the bills, notifies next of kin, what have you.",22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
231,Hermes,Someone come and dropped this package through the slot last night. Now which one of you is the captain?,22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
232,Farnsworth,"Oh, my! I haven't picked a new captain yet. It's always so hard to choose.",22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
233,Fry,"Ooh! Ooh, ooh, ooh!",22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
234,Farnsworth,"Hmm, you!",22,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
235,Hermes,"OK, Captain, this is just a standard legal release protecting Planet Express from lawsuits in the event of the unforeseen.",23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
236,Leela,Death by airlock failure.,23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
237,Hermes,Mm.,23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
238,Leela,Death by brain parasite.,23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
239,Hermes,Yeah.,23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
240,Leela,Death by sonic diarrhoea?,23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
241,Hermes,"Oh, you don't want that!",23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
242,Leela,"Look, I don't know about any of your previous captains but I intend to do as little dying as possible.",23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
243,Hermes,Sign the paper!,23,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
244,Farnsworth,"Now, Fry, before you go into space you'll need to see our staff doctor. I should warn you though, he's a little ... unusual.  He wears sandals!",24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
245,Fry,Hi--,24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
246,Farnsworth,"Dr. Zoidberg, this is Fry, the new delivery boy. He needs a physical.",24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
247,Zoidberg,"Excellent, excellent!",24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
248,Farnsworth,You'll be fine.,24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
249,Zoidberg,"Now open your mouth and let's have a look at that brain.  No, no, no, no, no, not that mouth!",24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
250,Fry,I only have one.,24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
251,Zoidberg,Really?,24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
252,Fry,"Uh, is there a human doctor around?",24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
253,Zoidberg,"Young lady, I'm an expert on humans. Now pick a mouth, open it and say...  What? My mother was a saint! Get out!",24,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
254,Farnsworth,"Dear Lord, Bender, you're filthy.",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
255,Bender,"Yeah, like you don't have crap in your neck!",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
256,Farnsworth,"Amy, why don't you give his body a going over with the cleaning pick?",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
257,Amy,OK. Does it hurt when I go like this?,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
258,Leela,Ow!,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
259,Bender,A little.,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
260,Fry,"Well, the doctor says I'm as healthy as a crab. Can I go into space now?",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
261,Farnsworth,"As soon as we finish cleaning Bender. Oh, and Fry, this is our intern, Amy Wong. She's an engineering student of mine.  I like having her around because she's the same blood type as me.",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
262,Amy,"Hey! You're the unfrozen guy! From the 20th century, right?",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
263,Fry,Last time I checked.,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
264,Leela,Hang on. Amy Wong? Of the Mars Wongs?,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
265,Amy,"Look, we're not as rich as everybody says.",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
266,Leela,Uh-huh! What sorority do you belong to?,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
267,Amy,Kappa Kappa Wong.,25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
268,Bender,"Hey, rich girl. Look over here! It's me, Bender. I'm being entertaining.  Alright, show's over, I'm tired.",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
269,Farnsworth,"Ah, to be young again. And also a robot. Now, as I recall, you youngsters have a package to deliver.",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
270,Fry,"Finally! Come on, Bender. Let's mosey!",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
271,Bender,"Nice catch, idiot!",25,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
272,Fry,So where are we going anyway?,26,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0,0.0
273,Leela,Nowhere special. The moon.,26,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0,0.0
274,Fry,The moon? The moon moon? Wow! I'm gonna be a famous hero just like Neil Armstrong and those other brave guys no one ever heard of!,26,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0,0.0
275,Amy,"Oh, I love stuff like the moon! Can I come, Leela?",26,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0,0.0
276,Leela,Well ... I guess so. Just be careful. I'd like to hold off any major screw-ups until at least my second day as captain.,26,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0,0.0
277,Farnsworth,"Nothing will go wrong.  If something goes wrong, bring back the blood.",26,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0,0.0
278,Fry,Can I do the countdown?,27,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Leela,"Huh? Oh, sure. Knock yourself out.",27,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Fry,Ten ...  ... nine--,27,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Leela,"OK, we're here!",27,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Fry,Eightsevensixfivefourthreetwooneblastoff!,27,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Fry,Hurry up! I wanna see the moon!,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
284,Leela,Relax. It's open till 9.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
285,Fry,That's one small step for Fry--,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
286,Other,And one giant line for admission!,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
287,Fry,"Wow!  Um, can I have cuts?",28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
288,Other,Hmm ... no!,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
289,Fry,You're not gonna believe this but they landed an amusement park on the moon!,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
290,Amy,Guh! It's the happiest place orbiting Earth.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
291,Fry,"Let's go, already!",28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
292,Leela,"Fry, we have a crate to deliver.",28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
293,Fry,Let's just dump it in the sewer and say we delivered it.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
294,Bender,Too much work. Let's burn it and say we dumped it in the sewer.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
295,Leela,"OK, if everyone's finished being stupid--",28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
296,Fry,I had more but you go ahead.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
297,Leela,We'll deliver that crate like professionals and then we'll go home.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
298,Fry,But I've never been to the moon before.,28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
299,Leela,"Alright. We'll deliver that crate like professionals ... and then we'll go ride the bumper cars.  Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful.",28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
300,Amy,"Aye, aye, Captain! I mean only one eye. I mean, yes, sir-- Um, ma'am!",28,75.0,75.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0
301,Amy,Clear?,29,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
302,Fry,Clear!,29,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
303,Amy,Ready to hoist?,29,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
304,Fry,Ready!,29,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
305,Amy,Ow!,29,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
306,Fry,My first space delivery.,30,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Fry,"Uh, greetings, Moon Man. We come in peace. I am Fry from the planet Earth.",30,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Other,"Wise guy, huh? If I wasn't so lazy I'd punch you in the stomach.",30,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Fry,"But you are lazy, right?",30,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Other,"Oh, don't get me started.",30,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Other,"Hi, I'm Craterface! Welcome to Luna Park. I'll have to confiscate your alcohol, sir.",31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
312,Bender,Better mascots than you have tried.,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
313,Other,At least I still have my self respect!,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
314,Leela,Who buys this trash?,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
315,Bender,Idiots who need gifts for other idiots.,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
316,Fry,"Hey, I got you guys refrigerator magnets.",31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
317,Bender,Get it off! Get it off! Get it-- Uh-oh!  Keep those things off of me! Magnets screw up my inhibition unit!,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
318,Fry,So you flip out and start acting like some crazy folk singer?,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
319,Bender,Yes. I guess a robot would have to be crazy to wanna be a folk singer.,31,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
320,Other,Luna Park,32,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
321,Other,"We're whalers on the moon,We carry a harpoon,But there ain't no whales,So we tell our tall tale,And sing our whaling tune!",32,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
322,Other,"Bender, hey, Bender! Over here!",32,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
323,Bender,"Oh, jeez! I went to high school with that guy!",32,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
324,Other,Monsanto presents,33,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Other,Why does a moon rock taste better than an Earth rock?,33,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Other,Because it's a little meteor!,33,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Fry,This is weak!,33,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Other,Address all complaints to the Monsanto corporation.,33,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Leela,"What's wrong, Fry?",34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
330,Fry,"I don't know. This place is great and all but its just so artificial. The gravity, the air, the gophers. You might as well stay on Earth.  That's what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!",34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
331,Leela,But the phoney stuff is what's fun. It's boring out there.,34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
332,Bender,Yeah! You're the kind of guy who visits Jerusalem and doesn't want to see the Sexeteria!,34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
333,Leela,Maybe I should take Fry on the Luna Rover ride. You get to wear a space suit and drive around on the surface. And the line's short because it's educational.,34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
334,Fry,I don't care how educational it is. Let's do it!,34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
335,Bender,Next year in Jerusalem!,34,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
336,Fry,Finally! Get ready for some serious moon action.,35,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Other,The story of lunar exploration started with one man. A man with a dream.,35,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Other,"One of these days, Alice. Bang! Zoom! Straight to the moon!",35,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Leela,"Wow, I never realised the first astronauts were so fat!",35,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Fry,"That's not an astronaut, it's a TV comedian. And he was just using space travel as a metaphor for beating his wife.",35,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Amy,Wow! I could swear I was really playing virtual skeeball!  Hm?,36,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
342,Bender,"Look, it's that crate we were gonna throw in the sewer.",36,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
343,Amy,The keys to the ship!  They must have fallen into the crate! Leela's gonna kill me!,36,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
344,Bender,Nah. She'll probably make me do it.,36,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
345,Amy,Mister? Could you please get those keys out for me?,36,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
346,Other,What do I look like? A guy who's not lazy?,36,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
347,Other,"No one knows where, when or how Man first landed on the moon.",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Fry,I do.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Other,But our fun-gineers think it might have happened something like this,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Other,"We're whalers on the moon,",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Other,"We carry a harpoon,",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Other,and   But there ain't no whales so we tell a tall tale...,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Leela,And sing a whaling tune. We're whalers on the moon--,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Fry,That's not how it happened.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Leela,"Oh, really? I don't see you with a fun-gineering degree!",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Fry,This is stupid. I'm taking this thing out to the real moon.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Leela,"Fry, no. This is my first mission and I'm not gonna let us get in any trouble. Besides, the car's on a track.",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Fry,Not for long!,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Other,Ooh! Ah! I died doin' what I loved.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Leela,"OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Fry,Agreed.  Yeah! Crank up the radio!,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Other,We're whalers on the--,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Fry,Yee-haw!,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Leela,Time's up. Make a U-turn at the next crater.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Fry,"No, not yet. How 'bout we go look for the original moon landing site?",37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Leela,That's crazy! It's been lost for centuries!,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Fry,Well I'm feelin' lucky!  Uh ... I'm ready to go back now.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Fry,We're gonna die! It's every man for himself!  You did it! We're safe!,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Leela,No. Now we're gonna die.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Fry,It's every man for himself.,37,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Bender,"Hey, look what I won from a tourist's pocket!",38,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
372,Amy,Shut up. You're distracting me.,38,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
373,Bender,"Come on, it's just like making love. Y'know",38,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
374,Amy,I know how to make love!,38,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
375,Bender,"Here, let me do it.  Uh, that's the woman who programmed me for evil!",38,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
376,Bender,"Yeah, well, I'm gonna go build my own theme park, with blackjack and hookers. In fact, forget the park!",38,0.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0
377,Fry,"I'm sorry, Leela, I can't go on any further. Just leave me to die in that barn over there.",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Leela,Thank God!,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Other,"Trespassers, eh?",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Fry,"No, sir. We're amusement park patrons.",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Other,"Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked.",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Leela,Our car broke down and we're out of oxygen. Can we borrow some?,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Other,"Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Fry,I guess we could do chores for a few hours.,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Leela,"Fry, night lasts two weeks on the moon.",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Other,Yup. Drops down to -173!,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Fry,Fahrenheit or Celsius?,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Other,"First one, then th'other. And them spacesuits ain't a-heated so you ain't goin' nowhere till sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?",39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Fry,Robot daughters?,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Other,This here is Lulabelle 7.,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Other,Yoo-hoo!,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Other,Daisy-Mae 128K.,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Other,Yoo-hoo!,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Other,And the Crushinator.,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Other,Yoo-hoo.,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Fry,Whoa!,39,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Leela,"I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
398,Fry,And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and ... and these fellas.,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
399,Leela,"Fry, face it",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
400,Fry,I guess I can't.,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
401,Other,I'll learn ye to sleep with my robot daughters!,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
402,Bender,He'll never find me in here.,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
403,Leela,Bender?,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
404,Fry,"Oh, Bender. You didn't touch the Crushinator, did you?",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
405,Bender,Of course not. A lady that fine you gotta romance first.,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
406,Other,"Oh, no you don't! C'mere, Crushinator.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
407,Other,"Yes, Pa.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
408,Fry,It's too low.,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
409,Leela,Hang on. Hang on. Jump!  Hold on to your helmet!,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
410,Other,"God darn it, Crushinator, jump!",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
411,Other,"No, Pa. I love him.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
412,Fry,"Hey, cool! Dark side of the moon!",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
413,Leela,"Nightfall's coming.  Hurry, before we freeze.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
414,Bender,"What do you mean ""we"", mammal?",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
415,Farnsworth,"Oh, dear! I really ought to do something. But I am already in my pyjamas.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
416,Leela,We can't outrun it forever.,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
417,Fry,Over there! Look! It's the moon landing site! We found it!,40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
418,Leela,"Quick, get in.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
419,Fry,"It's that flag from MTV! And Neil Armstrong's footprint!  Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
420,Leela,"Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust.  Now get in here before you freeze.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
421,Bender,"Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing.",40,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
422,Leela,Well if the oxygen holds out we might live long enough to starve to death.,41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Fry,"Look, Leela, I'm sorry. I never should have dragged you out here.",41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Leela,"That's right, you shouldn't have. I still don't get what the big attraction is.",41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Fry,I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.,41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Leela,A week would be a little much.,41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Fry,"The moon was like this awesome, romantic, mysterious thing, hanging up there in the sky where you could never reach it, no matter how much you wanted to.  But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to.",41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Leela,"Fry, look. . It really is beautiful. I don't know why I never noticed before.",41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Other,"Had to come back for the Crushinator, eh, robot? Well I got you this time.",41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Fry,It's Amy! We're saved!,41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
