,Characters,Quotes,show
1231,Fry,Wait a second Im getting an idea NNo false alarm No Yeah No Yeah No Wait No Yeah Yeah No  no Yes,futurama
1232,Fry,We checked 90000 cans of Slurm and all we won was this junk  I never wanna see another can of Slurm again Man am I thirsty,futurama
1234,Fry,Uhhuh Can we have our free Slurm now,futurama
1238,Fry,So whats the secret ingredient,futurama
1239,Fry,Oh But what is it really,futurama
1243,Fry,Uh could I have some Slurm please,futurama
1247,Fry,Im dying of thirst Grab my feet and dunk my head in so I can drink,futurama
1248,Fry,Fine Ill let go and swim around in the Slurm and drink as much as I want  Help I cant swim,futurama
1254,Fry,My God What if the secret ingredient  is people,futurama
1257,Fry,Look Slurm Finally  Oh yeah Im never going 12 minutes without a Slurm again,futurama
1259,Fry,Well whatever it is its even better fresh  Mmm still warm,futurama
1260,Fry,Thats the secret ingredient of Slurm,futurama
1266,Fry,Whose behind does that come from,futurama
1269,Fry,Here I come  Let me just One more taste,futurama
1272,Fry,I cant stop eating this delicious ooze But Im not gonna let you die,futurama
1274,Fry,I could fit if I didnt have these damn arms,futurama
1277,Fry,But shell crush you like a worm  crushing a smaller worm,futurama
1279,Fry,Outlaw Slurm  Uh dont pay any attention to him sir,futurama
1280,Fry,Grandpas making up crazy stories again,futurama
1282,Fry,Ah I just wish Slurms MacKenzie were here to enjoy this with me,futurama
1295,Fry,Hey what are these rings in Nibblers fang,futurama
1296,Fry,Yeah well good luck Itd take some kind of genius to count all those rings,futurama
1300,Fry,Whos playing pin the tail on the moon maggot,futurama
1304,Fry,And you smell like one too,futurama
1323,Fry,Uhoh Is this gonna be another crazy experiment that crosses a line Man was not meant to cross,futurama
1327,Fry,And thatll allow Bender to feel other peoples emotions,futurama
1344,Fry,Theyre just responding to my personality,futurama
1346,Fry,The spoons in the foot powder,futurama
1348,Fry,Too bad he wasnt an alligator Yknow when you flush those things they stay alive in the sewers,futurama
1349,Fry,Yep My friends cousins caseworker saw one once Its a widelybelieved fact,futurama
1352,Fry,Have you seen my sombrero,futurama
1354,Fry,Hey its your fault He only flushed himself because your emotions made him feel bad,futurama
1356,Fry,Oh great now youre making him feel worse,futurama
1360,Fry,Looks like were under Park Avenue Ooh ritzy Just think,futurama
1364,Fry,Eck This emotional display is making me nauseous  Or maybe its whatever that is,futurama
1366,Fry,Hmm According to this map the only way out is through  that pipe  Dont worry It gets wider after about a mile,futurama
1367,Fry,OK OK never mind Ill just ask those people for directions,futurama
1368,Fry,Ill take care of this  Back Back,futurama
1369,Fry,Hey arent you supposed to be eating our brains Youre mutants,futurama
1371,Fry,Daylight and everything,futurama
1374,Fry,Wow You guys worship an unexploded nuclear bomb,futurama
1376,Fry,So is it true that alligators flushed down the toilet survive down here,futurama
1383,Fry,Leela your scaredness is being transmitted straight to Bender If you care about Nibbler stop caring about him,futurama
1390,Fry,Benders gonna be killed,futurama
1396,Fry,Looks like Bender learned an important lesson about respecting other peoples feelings afterall,futurama
1400,Fry,Hmm Horsey to pointy guy six  Check,futurama
1408,Fry,Wow Theres a million aliens Ive never seen anything so mindblowing Ooh a reception table with muffins,futurama
1409,Fry,So whats it like on planet Amazonia,futurama
1410,Fry,Thats so interesting Maybe we could get to know each other over a coffee,futurama
1417,Fry,You dont have to get so mad Leela,futurama
1426,Fry,No she just makes us do work and stuff,futurama
1431,Fry,Hey no prob this lead apronll protect me,futurama
1436,Fry,Alright dont get your panties in a knot Well just use the backup dolly,futurama
1441,Fry,Ah some good old highgravity rain Thatll cool us off,futurama
1443,Fry,Yeah If she had let us use the backup dolly we could have broken it given up and gone home by now,futurama
1444,Fry,Ah Leelas not that bad I just wish she didnt make us work so much,futurama
1446,Fry,All hail the new captain,futurama
1450,Fry,You were mean and you yelled and you made us do all that work,futurama
1452,Fry,Yeah well you shouldnt have been such a mean captain then,futurama
1455,Fry,This is awesome Were gonna be like powpowpow and theyre gonna be like    and then well have pancakes to celebrate and Ill be like,futurama
1456,Fry,Wait a second Is this plan gonna kill us,futurama
1457,Fry,Leela we want you to be captain again,futurama
1459,Fry,We want Leela to be captain again,futurama
1470,Fry,And no one will have to punish anyone for the mutiny,futurama
1473,Fry,Leela I just want you to know that even though youre mean youre the best captain ever,futurama
1479,Fry,What do we care We live in the United States,futurama
1481,Fry,Wow I have been gone a long time,futurama
1482,Fry,These are the candidates They sound like clones  Wait a minute They are clones,futurama
1484,Fry,If I were registered to vote Id send these clowns a message by staying home on election day and dressing up like a clown,futurama
1485,Fry,Nope Not vaccinated either Besides its not like one vote ever made a difference,futurama
1491,Fry,Professor when did you become so obsessed with voting,futurama
1494,Fry,The less fortunate get all the breaks,futurama
1495,Fry,What party do you belong to Bender,futurama
1496,Fry,OK but what are the Brain Slugs who control you gonna do for the working man,futurama
1499,Fry,Now heres a party I can get excited about Sign me up,futurama
1500,Fry,That was pretty cool I think Im actually starting to get interested in politics,futurama
1503,Fry,Too bad you cant spend it,futurama
1507,Fry,Yeah you look different Did you get a haircut,futurama
1509,Fry,This is crazy Bender How are you gonna live without a body,futurama
1511,Fry,Well at least now you can pay off your loan shark,futurama
1517,Fry,Hey Bender can I take a ride in your car,futurama
1519,Fry,Hey You look me in the shins and say that,futurama
1522,Fry,I recognise you Didnt you use to have a body of some sort,futurama
1523,Fry,Well youre looking great,futurama
1525,Fry,Hey I remember you I was gonna vote for you one time But voting isnt cool so I stayed home alone and got trashed on Listerine,futurama
1529,Fry,I hear that I spent most of my teen years loving my body Course it was tough love but Ooh,futurama
1535,Fry,It was just a dream Bender Theres no such thing as two,futurama
1538,Fry,Hey my clothes are worth 50 bucks,futurama
1542,Fry,Ah I cant stand to see a robot cry Lets watch TV,futurama
1546,Fry,Yeah and that electric guitar,futurama
1552,Fry,Please Mr Nixon Were appealing to your sense of decency,futurama
1554,Fry,No way Im not letting my best friend get recycled Not for five cents not for five hundred cents Leela Ive got a plan,futurama
1555,Fry,Why would Nixon stay at the Watergate,futurama
1557,Fry,Keep going were right behind you,futurama
1566,Fry,Hey Ive got one last thought,futurama
1568,Fry,Why would robots vote for Nixon now that hes just a head in a jar,futurama
1571,Fry,Well its not my fault either cause I forgot to vote,futurama
1575,Fry,This snow is beautiful Im glad global warming never happened,futurama
1578,Fry,Look out Were heading straight for those trees,futurama
1580,Fry,Cool Hey what do you do if you want the trees up,futurama
1582,Fry,Yup I remember They came in last at the Olympics then retired to promote alcoholic beverages,futurama
1584,Fry,Yeah it really puts you in the Christmas spirit,futurama
1585,Fry,Christmas You know XMAS,futurama
1587,Fry,Xmas huh  Yknow thisll be my first Xmas away from home,futurama
1589,Fry,Yeah An oldfashioned Xmas tree,futurama
1590,Fry,Hey These arent Xmas trees,futurama
1591,Fry,Theyre supposed to be some kinda you know pine tree,futurama
1593,Fry,This isnt the way Christmas is supposed to be,futurama
1594,Fry,Every Christmas my mom would get a fresh goose for goose burgers and my dad would whip up his special eggnog out of bourbon and ice cubes  This dumb holiday just makes me think of all the things I left behind Lets just stop talking about Xmas,futurama
1597,Fry,Whats the point of Xmas when everyone you know died a thousand years ago Im the loneliest person on Earth  Yoiks What was that about,futurama
1600,Fry,I feel like a rat Here I am whining like a pig while all along Leela was lonely as a frog I could kick myself,futurama
1605,Fry,Ive got to do something to show Leela how sorry I am,futurama
1606,Fry,So its left left right Wait I have a better idea Ill go out and get her the perfect Xmas present Something so great shell never want to be unhappy again,futurama
1607,Fry,Well see I like to haggle,futurama
1609,Fry,I know about Santa Claus,futurama
1613,Fry,Theres this girl who I really like but she thinks Im a jerk Can you help me,futurama
1614,Fry,No I need to get her a gift And I need it before sundown,futurama
1616,Fry,Youre the last store open I need something for my friend Leela  Just give me your best animal,futurama
1617,Fry,Thats a stupid animal Youre stupid I said I want the best one Now which costs more The parrot or the Stink Lizard,futurama
1618,Fry,Thats a hell of a good parrot Although I could get 500 lizards for the same price Girls like swarms of lizards right,futurama
1619,Fry,Alright Ill take the 500 lizards No wait yes No Yes Yes Yes The parrot,futurama
1620,Fry,Well I spent every penny I had but I bet Leelas gonna love you  Stupid bird I know where you live,futurama
1625,Fry,Alright bird you thought you could beat me in a game of wits But you just met your equal,futurama
1626,Fry,Leela Oh my God You saved my life I am gonna get you so many lizards,futurama
1628,Fry,I just wanted to do something to make you happy I mean I miss my family but you never even had a family,futurama
1632,Fry,Please let us live Well put out milk and cookies for you,futurama
1633,Fry,I never thought it would end this way,futurama
1634,Fry,Goodbye Leela  Hey look were under the mistletoe,futurama
